 n_tracks  m_inv_GeV  N_e  N_mu  N_K  N_p
        2   2.560072    0     0    0    0
        2   2.457041    0     0    0    1
        2   2.546597    0     0    0    0
        2   2.460755    0     0    0    0
        2   2.546298    0     0    0    1
        2   2.391597    0     0    0    2
        2   2.460320    0     0    0    0
        2   2.340556    0     0    0    2
        2   2.530008    0     0    0    1
        2   2.460901    0     0    0    0
        2   2.534559    0     0    0    1
        2   2.592648    0     0    0    1
        2   2.468438    0     0    0    0
        2   2.416210    0     0    0    2
        2   2.639720    0     0    0    0
        2   2.479695    0     0    0    1
        2   2.450324    0     0    0    1
        2   2.492727    0     0    0    2
        2   2.493996    0     0    0    2
        2   2.461648    0     0    0    2
        2   2.473136    0     0    0    1
        2   2.474662    0     0    0    0
        2   2.539018    0     0    0    1
        2   2.499655    0     0    0    0
        2   2.536314    0     0    0    0
        2   2.527706    0     0    0    0
        2   2.460094    0     0    0    0
        2   2.470312    0     0    0    0
        2   2.518979    0     0    0    1
        2   2.520504    0     0    0    1
        2   2.479871    0     0    0    1
        2   2.445816    0     0    0    1
        2   2.556816    0     0    0    0
        2   2.451783    0     0    0    0
        2   2.451268    0     0    0    1
        2   2.469203    0     0    0    1
        2   2.470421    0     0    0    0
        2   2.495688    0     0    0    2
        2   2.607535    0     0    0    2
        2   2.416048    0     0    0    0
        2   2.552080    0     0    0    0
        2   2.490453    0     0    0    1
        2   2.483074    0     0    0    0
        2   2.499528    0     0    0    0
        2   2.518933    0     0    0    0
        2   2.438777    0     0    0    0
        2   2.409734    0     0    0    1
        2   2.468549    0     0    0    1
        2   2.519117    0     0    0    2
        2   2.440940    0     0    0    1
        2   2.476188    0     0    0    0
        2   2.445872    0     0    0    1
        2   2.433112    0     0    0    2
        2   2.487878    0     0    0    1
        2   2.446518    0     0    0    0
        2   2.508067    0     0    0    0
        2   2.441037    0     0    0    1
        2   2.426116    0     0    0    0
        2   2.543721    0     0    0    0
        2   2.475960    0     0    0    1
        2   2.535809    0     0    0    0
        2   2.436697    0     0    0    0
        2   2.510382    0     0    0    0
        2   2.392796    0     0    0    1
        2   2.541748    0     0    0    0
        2   2.483105    0     0    0    0
        2   2.535191    0     0    0    1
        2   2.479026    0     0    0    0
        2   2.462508    0     0    0    0
        2   2.538020    0     0    0    1
        2   2.415207    0     0    0    1
        2   2.433189    0     0    0    1
        2   2.472361    0     0    0    0
        2   2.618368    0     0    0    1
        2   2.445979    0     0    0    0
        2   2.472710    0     0    0    1
        2   2.588787    0     0    0    1
        2   2.601478    0     0    0    0
        2   2.575047    0     0    0    0
        2   2.484742    0     0    0    1
        2   2.450238    0     0    0    2
        2   2.497303    0     0    0    1
        2   2.382272    0     0    0    0
        2   2.441055    0     0    0    1
        2   2.572074    0     0    0    0
        2   2.526236    0     0    0    0
        2   2.454262    0     0    0    1
        2   2.515378    0     0    0    1
        2   2.512138    0     0    0    1
        2   2.531351    0     0    0    1
        2   2.392220    0     0    0    1
        2   2.434128    0     0    0    0
        2   2.411736    0     0    0    0
        2   2.476114    0     0    0    0
        2   2.599272    0     0    0    1
        2   2.484756    0     0    0    2
        2   2.440016    0     0    0    1
        2   2.562088    0     0    0    0
        2   2.507861    0     0    0    0
        2   2.485333    0     0    0    1
        2   2.593003    0     0    0    1
        2   2.417634    0     0    0    0
        2   2.544559    0     0    0    0
        2   2.514233    0     0    0    1
        2   2.466168    0     0    0    1
        2   2.375267    0     0    0    1
        2   2.485358    0     0    0    1
        2   2.544384    0     0    0    2
        2   2.477749    0     0    0    1
        2   2.456329    0     0    0    2
        2   2.469156    0     0    0    1
        2   2.378320    0     0    0    0
        2   2.526450    0     0    0    0
        2   2.440875    0     0    0    0
        2   2.581345    0     0    0    0
        2   2.437218    0     0    0    0
        2   2.418109    0     0    0    0
        2   2.414042    0     0    0    0
        2   2.532164    0     0    0    0
        2   2.494728    0     0    0    1
        2   2.558283    0     0    0    1
        2   2.540798    0     0    0    1
        2   2.591257    0     0    0    1
        2   2.517756    0     0    0    0
        2   2.481832    0     0    0    1
        2   2.483792    0     0    0    1
        2   2.414625    0     0    0    1
        2   2.493638    0     0    0    0
        2   2.443167    0     0    0    1
        2   2.417555    0     0    0    0
        2   2.472182    0     0    0    1
        2   2.471655    0     0    0    1
        2   2.476386    0     0    0    1
        2   2.500653    0     0    0    0
        2   2.486128    0     0    0    0
        2   2.516468    0     0    0    1
        2   2.461481    0     0    0    0
        2   2.519754    0     0    0    1
        2   2.465172    0     0    0    2
        2   2.383331    0     0    0    2
        2   2.496203    0     0    0    1
        2   2.353773    0     0    0    0
        2   2.461663    0     0    0    1
        2   2.491760    0     0    0    1
        2   2.418556    0     0    0    0
        2   2.490558    0     0    0    0
        2   2.544158    0     0    0    1
        2   2.402961    0     0    0    0
        2   2.583373    0     0    0    0
        2   2.486375    0     0    0    1
        2   2.465166    0     0    0    1
        2   2.498002    0     0    0    1
        2   2.499500    0     0    0    0
        2   2.395377    0     0    0    0
        2   2.370097    0     0    0    2
        2   2.506882    0     0    0    2
        2   2.569132    0     0    0    0
        2   2.537806    0     0    0    2
        2   2.535990    0     0    0    1
        2   2.567598    0     0    0    1
        2   2.504798    0     0    0    1
        2   2.513993    0     0    0    1
        2   2.408672    0     0    0    0
        2   2.519286    0     0    0    0
        2   2.513127    0     0    0    1
        2   2.415424    0     0    0    0
        2   2.497656    0     0    0    0
        2   2.494368    0     0    0    0
        2   2.535135    0     0    0    1
        2   2.489208    0     0    0    0
        2   2.481915    0     0    0    0
        2   2.530586    0     0    0    2
        2   2.469675    0     0    0    0
        2   2.492198    0     0    0    1
        2   2.524060    0     0    0    0
        2   2.450555    0     0    0    2
        2   2.570206    0     0    0    1
        2   2.479388    0     0    0    1
        2   2.411394    0     0    0    1
        2   2.566100    0     0    0    1
        2   2.539018    0     0    0    1
        2   2.420074    0     0    0    0
        2   2.441706    0     0    0    1
        2   2.553548    0     0    0    0
        2   2.518122    0     0    0    2
        2   2.502092    0     0    0    0
        2   2.535853    0     0    0    1
        2   2.359401    0     0    0    0
        2   2.512037    0     0    0    1
        2   2.452484    0     0    0    0
        2   2.393218    0     0    0    0
        2   2.393492    0     0    0    0
        2   2.547861    0     0    0    0
        2   2.528355    0     0    0    1
        2   2.529503    0     0    0    0
        2   2.481660    0     0    0    0
        2   2.470775    0     0    0    0
        2   2.449263    0     0    0    0
        2   2.495297    0     0    0    2
        2   2.556612    0     0    0    0
        2   2.504673    0     0    0    0
        2   2.515764    0     0    0    1
        2   2.502200    0     0    0    0
        2   2.434883    0     0    0    1
        2   2.511693    0     0    0    0
        2   2.474909    0     0    0    0
        2   2.347377    1     0    0    1
        2   2.439927    0     0    0    0
        2   2.422310    0     0    0    0
        2   2.527237    0     0    0    0
        2   2.400905    0     0    0    1
        2   2.516039    0     0    0    1
        2   2.429687    0     0    0    1
        2   2.411509    0     0    0    0
        2   2.360602    0     0    0    0
        2   2.657086    0     0    0    0
        2   2.494108    0     0    0    2
        2   2.345568    0     0    0    0
        2   2.435504    0     0    0    0
        2   2.464405    0     0    0    0
        2   2.451270    0     0    0    1
        2   2.526360    0     0    0    0
        2   2.488854    0     0    0    2
        2   2.516294    0     0    0    1
        2   2.362075    0     0    0    1
        2   2.469069    0     0    0    0
        2   2.507065    0     0    0    2
        2   2.411558    0     0    0    1
        2   2.446226    0     0    0    0
        2   2.445461    0     0    0    2
        2   2.504565    0     0    0    0
        2   2.425394    0     0    0    1
        2   2.409688    0     0    0    0
        2   2.463487    0     0    0    1
        2   2.493943    0     0    0    1
        2   2.460564    0     0    0    0
        2   2.476938    0     0    0    1
        2   2.489755    0     0    0    0
        2   2.505906    0     0    0    2
        2   2.533966    0     0    0    0
        2   2.499073    0     0    0    2
        2   2.514971    0     0    0    2
        2   2.509141    0     0    0    2
        2   2.464956    0     0    0    1
        2   2.478461    0     0    0    0
        2   2.445156    0     0    0    2
        2   2.333056    0     0    0    1
        2   2.513925    0     0    0    1
        2   2.436795    0     0    0    2
        2   2.531491    0     0    0    2
        2   2.417231    0     0    0    0
        2   2.574302    0     0    0    1
        2   2.505331    0     0    0    1
        2   2.485012    0     0    0    1
        2   2.520789    0     0    0    1
        2   2.610487    0     0    0    0
        2   2.468893    0     0    0    0
        2   2.440016    0     0    0    0
        2   2.430091    0     0    0    2
        2   2.452161    0     0    0    0
        2   2.522358    0     0    0    1
        2   2.499643    0     0    0    0
        2   2.569562    0     0    0    1
        2   2.413197    0     0    0    0
        2   2.550243    0     0    0    1
        2   2.610352    0     0    0    2
        2   2.537721    0     0    0    1
        2   2.538938    0     0    0    1
        2   2.448159    0     0    0    1
        2   2.460064    0     0    0    1
        2   2.559285    0     0    0    1
        2   2.523631    0     0    0    1
        2   2.503742    0     0    0    2
        2   2.422550    0     0    0    1
        2   2.487315    0     0    0    1
        2   2.547580    0     0    0    2
        2   2.501896    0     0    0    2
        2   2.547479    0     0    0    0
        2   2.429448    0     0    0    0
        2   2.530011    0     0    0    0
        2   2.444553    0     0    0    0
        2   2.479006    0     0    0    1
        2   2.509409    0     0    0    0
        2   2.525774    0     0    0    0
        2   2.441916    0     0    0    1
        2   2.494550    0     0    0    0
        2   2.448060    0     0    0    0
        2   2.429282    0     0    0    2
        2   2.441143    0     0    0    1
        2   2.501001    0     0    0    1
        2   2.503124    0     0    0    1
        2   2.495650    0     0    0    0
        2   2.403691    0     0    0    0
        2   2.477325    0     0    0    0
        2   2.570721    0     0    0    1
        2   2.487833    0     0    0    2
        2   2.480769    0     0    0    0
        2   2.491592    0     0    0    1
        2   2.517046    0     0    0    1
        2   2.448886    0     0    0    0
        2   2.540940    0     0    0    2
        2   2.602984    0     0    0    1
        2   2.509873    0     0    0    1
        2   2.482554    0     0    0    1
        2   2.563432    0     0    0    1
        2   2.513438    0     0    0    1
        2   2.512885    0     0    0    2
        2   2.469562    0     0    0    0
        2   2.502672    0     0    0    1
        2   2.539779    0     0    0    2
        2   2.492015    0     0    0    1
        2   2.471614    0     0    0    0
        2   2.580293    0     0    0    0
        2   2.455152    0     0    0    0
        2   2.513818    0     0    0    1
        2   2.498836    0     0    0    0
        2   2.536271    0     0    0    0
        2   2.565720    0     0    0    1
        2   2.569259    0     0    0    1
        2   2.396758    0     0    0    0
        2   2.386117    0     0    0    0
        2   2.330842    0     0    0    1
        2   2.490656    0     0    0    0
        2   2.376240    0     0    0    0
        2   2.525162    0     0    0    0
        2   2.489798    0     0    0    0
        2   2.480629    0     0    0    1
        2   2.505838    0     0    0    1
        2   2.553026    0     0    0    0
        2   2.440832    0     0    0    0
        2   2.577331    0     0    0    0
        2   2.411991    0     0    0    1
        2   2.561380    0     0    0    0
        2   2.560062    0     0    0    0
        2   2.474947    0     0    0    1
        2   2.413033    0     0    0    1
        2   2.429797    0     0    0    0
        2   2.545892    0     0    0    0
        2   2.475395    0     0    0    0
        2   2.501756    0     0    0    1
        2   2.568767    0     0    0    1
        2   2.472659    0     0    0    1
        2   2.455318    0     0    0    0
        2   2.423746    0     0    0    1
        2   2.472191    0     0    0    0
        2   2.429999    0     0    0    2
        2   2.493133    0     0    0    1
        2   2.406643    0     0    0    2
        2   2.514000    0     0    0    0
        2   2.449880    0     0    0    1
        2   2.417762    0     0    0    1
        2   2.525084    0     0    0    0
        2   2.463874    0     0    0    1
        2   2.588971    0     0    0    1
        2   2.511983    0     0    0    1
        2   2.346434    0     0    0    2
        2   2.495539    0     0    0    1
        2   2.441081    0     0    0    1
        2   2.548352    0     0    0    1
        2   2.597326    0     0    0    2
        2   2.469580    0     0    0    0
        2   2.484631    0     0    0    0
        2   2.510626    0     0    0    1
        2   2.523751    0     0    0    0
        2   2.425660    0     0    0    2
        2   2.530578    0     0    0    1
        2   2.385698    0     0    0    0
        2   2.469696    0     0    0    2
        2   2.435397    0     0    0    1
        2   2.515518    0     0    0    0
        2   2.424159    0     0    0    1
        2   2.467664    0     0    0    0
        2   2.441731    0     0    0    0
        2   2.488968    0     0    0    2
        2   2.627740    0     0    0    1
        2   2.510820    0     0    0    1
        2   2.448659    0     0    0    2
        2   2.509096    0     0    0    0
        2   2.451756    0     0    0    0
        2   2.530890    0     0    0    1
        2   2.544909    0     0    0    0
        2   2.541631    0     0    0    1
        2   2.470833    0     0    0    2
        2   2.333780    0     0    0    0
        2   2.578322    0     0    0    2
        2   2.479531    0     0    0    1
        2   2.442470    0     0    0    2
        2   2.509808    0     0    0    0
        2   2.441747    0     0    0    1
        2   2.565912    0     0    0    1
        2   2.609625    0     0    0    0
        2   2.469640    0     0    0    0
        2   2.552456    0     0    0    2
        2   2.426093    0     0    0    1
        2   2.541517    0     0    0    1
        2   2.310429    0     0    0    2
        2   2.331119    0     0    0    1
        2   2.518836    0     0    0    1
        2   2.416036    0     0    0    0
        2   2.472063    0     0    0    0
        2   2.392325    0     0    0    0
        2   2.509401    0     0    0    1
        2   2.549746    0     0    0    1
        2   2.498114    0     0    0    0
        2   2.413459    0     0    0    2
        2   2.551400    0     0    0    1
        2   2.491161    0     0    0    0
        2   2.436598    0     0    0    0
        2   2.434135    0     0    0    1
        2   2.420635    0     0    0    0
        2   2.487731    0     0    0    0
        2   2.454731    0     0    0    0
        2   2.440010    0     0    0    1
        2   2.456749    0     0    0    0
        2   2.625275    0     0    0    0
        2   2.470947    0     0    0    2
        2   2.488336    0     0    0    1
        2   2.580808    0     0    0    2
        2   2.417452    0     0    0    0
        2   2.491977    0     0    0    0
        2   2.437296    0     0    0    1
        2   2.476729    0     0    0    0
        2   2.563289    0     0    0    0
        2   2.390345    0     0    0    1
        2   2.416755    0     0    0    2
        2   2.563073    0     0    0    0
        2   2.436963    0     0    0    1
        2   2.478279    0     0    0    0
        2   2.592626    0     0    0    2
        2   2.478745    0     0    0    0
        2   2.407011    0     0    0    0
        2   2.430455    0     0    0    0
        2   2.415337    0     0    0    0
        2   2.436070    0     0    0    0
        2   2.421468    0     0    0    0
        2   2.499776    0     0    0    2
        2   2.534451    0     0    0    1
        2   2.484946    0     0    0    1
        2   2.449667    0     0    0    0
        2   2.449885    0     0    0    0
        2   2.449024    0     0    0    1
        2   2.495663    0     0    0    0
        2   2.449993    0     0    0    1
        2   2.584069    0     0    0    1
        2   2.546006    0     0    0    0
        2   2.574346    0     0    0    0
        2   2.495376    0     0    0    1
        2   2.463919    0     0    0    0
        2   2.503274    0     0    0    1
        2   2.597261    0     0    0    0
        2   2.631902    0     0    0    1
        2   2.466263    0     0    0    1
        2   2.559849    0     0    0    1
        2   2.457756    0     0    0    0
        2   2.425854    0     0    0    1
        2   2.478206    0     0    0    0
        2   2.517929    0     0    0    1
        2   2.512313    0     0    0    0
        2   2.439593    0     0    0    0
        2   2.470807    0     0    0    2
        2   2.548507    0     0    0    2
        2   2.456919    0     0    0    1
        2   2.623921    0     0    0    0
        2   2.372970    0     0    0    2
        2   2.550954    0     0    0    1
        2   2.556585    0     0    0    0
        2   2.400831    0     0    0    0
        2   2.406446    0     0    0    1
        2   2.447701    0     0    0    1
        2   2.549278    0     0    0    2
        2   2.435607    0     0    0    0
        2   2.471069    0     0    0    0
        2   2.431793    0     0    0    0
        2   2.417749    0     0    0    0
        2   2.423771    0     0    0    1
        2   2.554469    0     0    0    1
        2   2.500322    0     0    0    1
        2   2.379482    0     0    0    1
        2   2.339526    1     0    0    1
        2   2.310701    0     0    0    0
        2   2.514042    0     0    0    1
        2   2.482417    0     0    0    0
        2   2.421995    0     0    0    1
        2   2.422199    0     0    0    0
        2   2.645356    0     0    0    0
        2   2.544871    0     0    0    2
        2   2.434769    0     0    0    1
        2   2.517642    0     0    0    0
        2   2.481214    0     0    0    0
        2   2.503700    0     0    0    1
        2   2.604351    0     0    0    1
        2   2.581958    0     0    0    0
        2   2.480687    0     0    0    1
        2   2.418125    0     0    0    2
        2   2.441700    0     0    0    1
        2   2.521014    0     0    0    2
        2   2.524655    0     0    0    1
        2   2.395691    0     0    0    1
        2   2.542445    0     0    0    0
        2   2.536957    0     0    0    0
        2   2.516106    0     0    0    1
        2   2.507407    0     0    0    0
        2   2.625126    0     0    0    2
        2   2.410424    0     0    0    0
        2   2.639679    0     0    0    2
        2   2.408804    0     0    0    0
        2   2.526384    0     0    0    1
        2   2.560461    0     0    0    2
        2   2.562250    0     0    0    2
        2   2.450926    0     0    0    1
        2   2.384441    0     0    0    0
        2   2.402963    0     0    0    1
        2   2.478690    0     0    0    1
        2   2.497439    0     0    0    0
        2   2.439573    0     0    0    1
        2   2.449228    0     0    0    0
        2   2.547776    0     0    0    1
        2   2.516339    0     0    0    1
        2   2.422317    0     0    0    1
        2   2.477153    0     0    0    0
        2   2.395656    0     0    0    1
        2   2.585562    0     0    0    1
        2   2.528761    0     0    0    2
        2   2.499760    0     0    0    1
        2   2.563081    0     0    0    1
        2   2.447659    0     0    0    1
        2   2.489002    0     0    0    0
        2   2.524210    0     0    0    0
        2   2.530928    0     0    0    2
        2   2.347645    0     0    0    0
        2   2.569537    0     0    0    0
        2   2.446960    0     0    0    2
        2   2.485113    0     0    0    1
        2   2.417191    0     0    0    0
        2   2.478873    0     0    0    1
        2   2.492774    0     0    0    0
        2   2.535284    0     0    0    0
        2   2.487162    0     0    0    0
        2   2.449454    0     0    0    0
        2   2.439793    0     0    0    0
        2   2.478357    0     0    0    2
        2   2.422795    0     0    0    1
        2   2.564257    0     0    0    0
        2   2.484704    0     0    0    1
        2   2.557247    0     0    0    1
        2   2.439497    0     0    0    1
        2   2.398337    0     0    0    1
        2   2.528912    0     0    0    1
        2   2.578449    0     0    0    1
        2   2.458678    0     0    0    1
        2   2.435192    0     0    0    1
        2   2.358453    0     0    0    1
        2   2.417164    0     0    0    0
        2   2.543284    0     0    0    2
        2   2.409588    0     0    0    1
        2   2.463872    0     0    0    1
        2   2.572437    0     0    0    2
        2   2.497203    0     0    0    1
        2   2.515338    0     0    0    1
        2   2.457136    0     0    0    1
        2   2.393430    0     0    0    1
        2   2.470376    0     0    0    0
        2   2.469088    0     0    0    1
        2   2.501859    0     0    0    0
        2   2.564985    0     0    0    1
        2   2.444080    0     0    0    1
        2   2.478561    0     0    0    1
        2   2.421445    0     0    0    0
        2   2.510576    0     0    0    2
        2   2.431600    0     0    0    1
        2   2.446984    0     0    0    0
        2   2.341442    0     0    0    2
        2   2.421802    0     0    0    1
        2   2.551136    0     0    0    1
        2   2.501413    0     0    0    1
        2   2.496962    0     0    0    2
        2   2.436353    0     0    0    0
        2   2.632342    0     0    0    1
        2   2.503985    0     0    0    2
        2   2.386059    0     0    0    0
        2   2.472782    0     0    0    1
        2   2.453466    0     0    0    1
        2   2.548670    0     0    0    1
        2   2.511990    0     0    0    1
        2   2.522814    0     0    0    2
        2   2.441605    0     0    0    1
        2   2.498069    0     0    0    0
        2   2.447461    0     0    0    0
        2   2.411443    0     0    0    1
        2   2.489588    0     0    0    1
        2   2.425240    0     0    0    1
        2   2.427364    0     0    0    1
        2   2.554762    0     0    0    1
        2   2.474955    0     0    0    2
        2   2.401517    0     0    0    2
        2   2.370682    0     0    0    1
        2   2.517080    0     0    0    1
        2   2.562155    0     0    0    1
        2   2.489242    0     0    0    1
        2   2.499959    0     0    0    1
        2   2.539104    0     0    0    0
        2   2.523158    0     0    0    0
        2   2.579096    0     0    0    1
        2   2.387482    0     0    0    0
        2   2.421717    0     0    0    1
        2   2.501198    0     0    0    1
        2   2.518294    0     0    0    0
        2   2.518566    0     0    0    1
        2   2.475749    0     0    0    1
        2   2.445509    0     0    0    1
        2   2.400144    0     0    0    1
        2   2.442818    0     0    0    0
        2   2.460729    0     0    0    0
        2   2.427667    0     0    0    0
        2   2.529019    0     0    0    1
        2   2.512595    0     0    0    0
        2   2.434256    0     0    0    0
        2   2.625269    0     0    0    1
        2   2.478343    0     0    0    1
        2   2.410296    0     0    0    1
        2   2.571111    0     0    0    1
        2   2.445963    0     0    0    1
        2   2.526905    0     0    0    0
        2   2.480069    0     0    0    0
        2   2.624681    0     0    0    1
        2   2.509193    0     0    0    1
        2   2.573413    0     0    0    1
        2   2.491086    0     0    0    1
        2   2.566053    0     0    0    1
        2   2.445627    0     0    0    0
        2   2.352347    0     0    0    0
        2   2.603327    0     0    0    0
        2   2.414098    0     0    0    1
        2   2.449766    0     0    0    2
        2   2.467547    0     0    0    0
        2   2.469207    0     0    0    1
        2   2.451679    0     0    0    1
        2   2.490050    0     0    0    2
        2   2.424957    0     0    0    1
        2   2.469911    0     0    0    0
        2   2.494850    0     0    0    2
        2   2.526413    0     0    0    1
        2   2.453621    0     0    0    1
        2   2.533829    0     0    0    2
        2   2.495336    0     0    0    1
        2   2.493832    0     0    0    0
        2   2.426096    0     0    0    0
        2   2.479415    0     0    0    2
        2   2.530073    0     0    0    0
        2   2.484483    0     0    0    1
        2   2.547551    0     0    0    0
        2   2.411549    0     0    0    0
        2   2.464656    0     0    0    1
        2   2.321494    0     0    0    0
        2   2.508933    0     0    0    1
        2   2.533059    0     0    0    0
        2   2.487276    0     0    0    0
        2   2.448897    0     0    0    1
        2   2.561320    0     0    0    0
        2   2.444306    0     0    0    0
        2   2.544261    0     0    0    1
        2   2.458320    0     0    0    1
        2   2.524920    0     0    0    1
        2   2.521049    0     0    0    1
        2   2.540344    0     0    0    1
        2   2.511642    0     0    0    1
        2   2.425748    0     0    0    1
        2   2.467769    0     0    0    1
        2   2.539332    0     0    0    0
        2   2.525936    0     0    0    0
        2   2.570930    0     0    0    1
        2   2.336517    0     0    0    0
        2   2.452435    0     0    0    1
        2   2.412028    0     0    0    0
        2   2.535088    0     0    0    1
        2   2.473055    0     0    0    1
        2   2.498222    0     0    0    1
        2   2.394156    0     0    0    0
        2   2.558635    0     0    0    1
        2   2.492942    0     0    0    2
        2   2.432601    0     0    0    2
        2   2.568031    0     0    0    1
        2   2.501362    0     0    0    0
        2   2.483118    0     0    0    1
        2   2.524200    0     0    0    0
        2   2.545977    0     0    0    0
        2   2.515941    0     0    0    2
        2   2.462691    0     0    0    0
        2   2.445836    0     0    0    1
        2   2.468364    0     0    0    1
        2   2.462596    0     0    0    0
        2   2.374933    0     0    0    1
        2   2.266501    0     0    0    1
        2   2.553569    0     0    0    0
        2   2.467358    0     0    0    1
        2   2.495908    0     0    0    2
        2   2.552682    0     0    0    1
        2   2.426457    0     0    0    2
        2   2.423827    0     0    0    2
        2   2.486385    0     0    0    1
        2   2.450071    0     0    0    1
        2   2.409706    0     0    0    1
        2   2.484765    0     0    0    0
        2   2.379287    0     0    0    2
        2   2.444066    0     0    0    2
        2   2.547338    0     0    0    0
        2   2.336199    0     0    0    2
        2   2.479847    0     0    0    1
        2   2.445630    0     0    0    2
        2   2.444248    0     0    0    1
        2   2.506876    0     0    0    0
        2   2.380878    0     0    0    1
        2   2.400166    0     0    0    0
        2   2.452761    0     0    0    0
        2   2.488596    0     0    0    1
        2   2.479097    0     0    0    1
        2   2.499658    0     0    0    1
        2   2.476514    0     0    0    2
        2   2.479553    0     0    0    1
        2   2.643038    0     0    0    1
        2   2.467182    0     0    0    1
        2   2.449337    0     0    0    1
        2   2.498812    0     0    0    1
        2   2.498591    0     0    0    1
        2   2.439041    0     0    0    1
        2   2.516496    0     0    0    2
        2   2.433515    0     0    0    1
        2   2.559634    0     0    0    0
        2   2.401808    0     0    0    1
        2   2.417918    0     0    0    1
        2   2.335184    0     0    0    1
        2   2.484455    0     0    0    0
        2   2.373179    0     0    0    0
        2   2.474681    0     0    0    0
        2   2.463146    0     0    0    1
        2   2.565108    0     0    0    0
        2   2.477045    0     0    0    1
        2   2.485032    0     0    0    0
        2   2.518482    0     0    0    1
        2   2.472364    0     0    0    1
        2   2.532855    0     0    0    1
        2   2.466692    0     0    0    1
        2   2.508052    0     0    0    1
        2   2.431342    0     0    0    1
        2   2.582848    0     0    0    1
        2   2.499354    0     0    0    1
        2   2.567164    0     0    0    2
        2   2.358428    0     0    0    0
        2   2.327611    0     0    0    1
        2   2.461258    0     0    0    1
        2   2.560681    0     0    0    0
        2   2.536366    0     0    0    0
        2   2.542269    0     0    0    0
        2   2.525071    0     0    0    0
        2   2.430680    0     0    0    0
        2   2.464532    0     0    0    0
        2   2.461455    0     0    0    1
        2   2.501305    0     0    0    1
        2   2.478792    0     0    0    0
        2   2.386344    0     0    0    0
        2   2.715120    0     0    0    1
        2   2.473973    0     0    0    1
        2   2.452634    0     0    0    1
        2   2.454313    0     0    0    1
        2   2.449280    0     0    0    1
        2   2.474707    0     0    0    1
        2   2.451298    0     0    0    0
        2   2.487826    0     0    0    0
        2   2.624244    0     0    0    0
        2   2.539352    0     0    0    0
        2   2.448784    0     0    0    1
        2   2.576924    0     0    0    0
        2   2.527268    0     0    0    1
        2   2.496340    0     0    0    0
        2   2.476279    0     0    0    0
        2   2.474016    0     0    0    0
        2   2.370475    0     0    0    1
        2   2.555105    0     0    0    1
        2   2.484433    0     0    0    0
        2   2.410103    0     0    0    1
        2   2.521408    0     0    0    0
        2   2.426874    0     0    0    2
        2   2.610738    0     0    0    0
        2   2.550634    0     0    0    0
        2   2.335617    0     0    0    2
        2   2.513568    0     0    0    1
        2   2.539260    0     0    0    0
        2   2.435624    0     0    0    1
        2   2.444621    0     0    0    1
        2   2.440128    0     0    0    2
        2   2.451014    0     0    0    2
        2   2.515109    0     0    0    1
        2   2.381454    0     0    0    2
        2   2.353005    0     0    0    1
        2   2.322895    0     0    0    2
        2   2.532239    0     0    0    2
        2   2.369953    0     0    0    0
        2   2.555737    0     0    0    1
        2   2.499726    0     0    0    0
        2   2.465600    0     0    0    1
        2   2.400332    0     0    0    2
        2   2.493113    0     0    0    0
        2   2.407173    0     0    0    2
        2   2.493290    0     0    0    2
        2   2.612211    0     0    0    0
        2   2.617035    0     0    0    1
        2   2.394464    0     0    0    0
        2   2.437571    0     0    0    1
        2   2.519252    0     0    0    1
        2   2.482493    0     0    0    2
        2   2.344939    0     0    0    1
        2   2.543875    0     0    0    1
        2   2.552002    0     0    0    0
        2   2.463698    0     0    0    0
        2   2.468010    0     0    0    1
        2   2.453296    0     0    0    0
        2   2.463054    0     0    0    0
        2   2.491033    0     0    0    2
        2   2.523360    0     0    0    1
        2   2.488298    0     0    0    0
        2   2.465752    0     0    0    0
        2   2.553093    0     0    0    1
        2   2.519815    0     0    0    1
        2   2.493514    0     0    0    1
        2   2.473292    0     0    0    1
        2   2.413423    0     0    0    1
        2   2.392001    0     0    0    1
        2   2.461041    0     0    0    2
        2   2.324044    0     0    0    1
        2   2.437270    0     0    0    0
        2   2.544562    0     0    0    0
        2   2.440498    0     0    0    2
        2   2.579259    0     0    0    0
        2   2.522185    0     0    0    1
        2   2.456904    0     0    0    0
        2   2.449849    0     0    0    0
        2   2.548574    0     0    0    2
        2   2.434302    0     0    0    0
        2   2.538440    0     0    0    1
        2   2.470982    0     0    0    0
        2   2.504742    0     0    0    1
        2   2.538786    0     0    0    1
        2   2.430285    0     0    0    2
        2   2.471148    0     0    0    0
        2   2.527820    0     0    0    1
        2   2.559282    0     0    0    2
        2   2.562809    0     0    0    0
        2   2.474975    0     0    0    1
        2   2.434804    0     0    0    0
        2   2.462085    0     0    0    1
        2   2.521400    0     0    0    0
        2   2.493110    0     0    0    1
        2   2.454728    0     0    0    0
        2   2.484075    0     0    0    2
        2   2.438294    0     0    0    0
        2   2.501993    0     0    0    0
        2   2.527957    0     0    0    0
        2   2.515660    0     0    0    0
        2   2.549062    0     0    0    2
        2   2.419872    0     0    0    0
        2   2.552814    0     0    0    0
        2   2.551630    0     0    0    2
        2   2.432090    1     0    0    1
        2   2.493584    0     0    0    1
        2   2.470668    0     0    0    0
        2   2.525801    0     0    0    0
        2   2.442400    0     0    0    1
        2   2.553102    0     0    0    2
        2   2.486383    0     0    0    1
        2   2.585713    0     0    0    1
        2   2.579121    0     0    0    0
        2   2.372315    0     0    0    1
