 n_tracks  m_inv_GeV  N_e  N_mu  N_K  N_p
        2   3.707018    0     0    1    0
        2   3.540042    0     1    0    0
        2   3.679035    0     2    0    0
        2   3.471160    0     0    1    0
        2   3.599825    0     1    0    0
        2   3.604464    0     0    0    0
        2   3.631913    0     0    1    1
        2   3.642554    0     0    1    0
        2   3.712675    0     2    0    0
        2   3.643828    0     0    0    0
        2   3.720973    0     0    0    0
        2   3.627122    0     0    1    0
        2   3.704845    0     0    0    2
        2   3.565756    0     1    0    0
        2   3.657765    0     0    0    0
        2   3.729051    0     0    0    0
        2   3.653783    0     0    0    0
        2   3.669964    0     1    1    0
        2   3.670856    0     2    0    0
        2   3.736036    0     0    0    1
        2   3.733136    0     1    0    0
        2   3.707459    0     0    0    1
        2   3.600003    0     1    0    0
        2   3.736979    0     0    0    0
        2   3.636404    0     1    0    1
        2   3.512555    0     1    0    1
        2   3.687670    0     0    0    0
        2   3.671581    0     1    0    1
        2   3.744756    0     0    0    1
        2   3.686643    0     0    1    0
        2   3.663243    0     1    0    0
        2   3.785687    0     1    1    0
        2   3.798320    0     1    0    1
        2   3.691809    0     0    0    0
        2   3.715817    0     0    1    1
        2   3.706126    0     1    0    1
        2   3.734450    0     1    0    0
        2   3.670206    0     0    1    0
        2   3.803539    0     0    1    0
        2   3.593690    0     0    1    0
        2   3.655969    0     0    0    1
        2   3.571500    0     1    0    0
        2   3.668829    0     1    0    1
        2   3.504311    0     1    0    1
        2   3.817443    0     0    2    0
        2   3.659702    0     1    0    0
        2   3.667991    0     0    1    0
        2   3.632309    0     1    1    0
        2   3.672391    0     1    0    0
        2   3.800524    0     1    0    0
        2   3.706942    0     0    0    1
        2   3.783999    0     1    0    0
        2   3.633234    0     1    0    1
        2   3.654558    0     1    0    0
        2   3.767001    0     0    1    0
        2   3.867006    0     2    0    1
        2   3.681320    0     2    0    0
        2   3.472876    0     1    1    0
        2   3.488685    0     0    1    0
        2   3.722252    0     1    0    0
        2   3.679566    0     0    0    0
        2   3.675535    0     1    0    0
        2   3.685353    0     0    0    0
        2   3.683629    0     1    0    0
        2   3.820597    0     0    1    0
        2   3.779324    0     1    0    0
        2   3.754820    0     0    0    1
        2   3.724541    0     1    1    0
        2   3.597099    0     2    0    0
        2   3.664438    0     2    0    0
        2   3.739718    0     0    2    0
        2   3.784811    0     0    1    0
        2   3.800772    0     1    0    1
        2   3.688638    0     2    0    0
        2   3.766888    0     0    0    0
        2   3.664940    0     0    1    1
        2   3.750484    0     0    0    2
        2   3.610203    0     1    1    0
        2   3.564286    0     0    0    0
        2   3.610688    0     2    0    0
        2   3.645229    0     2    0    0
        2   3.754080    0     2    0    0
        2   3.713288    0     0    1    1
        2   3.678912    0     0    1    1
        2   3.702137    0     1    0    0
        2   3.609136    0     0    1    0
        2   3.632334    0     0    0    0
        2   3.777559    0     1    0    2
        2   3.760389    0     2    0    0
        2   3.535832    0     0    2    0
        2   3.751056    0     0    1    0
        2   3.621351    0     1    0    0
        2   3.776917    0     0    0    1
        2   3.863059    0     1    0    2
        2   3.698188    0     0    1    0
        2   3.619284    0     1    0    0
        2   3.876785    0     2    0    0
        2   3.610757    0     1    0    1
        2   3.581218    0     1    1    0
        2   3.755390    0     0    0    1
        2   3.581258    0     2    0    0
        2   3.733791    0     2    0    1
        2   3.786891    0     1    0    0
        2   3.613838    0     2    0    0
        2   3.606679    0     1    0    1
        2   3.595766    0     1    0    1
        2   3.640120    0     0    0    1
        2   3.685801    0     0    1    1
        2   3.668661    0     1    1    0
        2   3.665302    0     0    0    2
        2   3.760549    0     2    0    0
        2   3.586967    0     1    1    0
        2   3.757313    0     0    1    0
        2   3.808820    0     0    1    0
        2   3.754253    0     0    0    1
        2   3.736226    0     1    0    0
        2   3.603251    0     0    0    1
        2   3.510238    0     1    1    0
        2   3.580351    0     0    0    0
        2   3.661119    0     2    0    0
        2   3.819144    0     1    0    1
        2   3.602657    0     1    0    0
        2   3.782961    0     1    0    1
        2   3.597445    0     0    2    0
        2   3.727876    0     0    1    1
        2   3.761171    0     1    0    1
        2   3.615506    0     0    0    0
        2   3.625673    0     1    0    0
        2   3.723619    0     1    0    0
        2   3.800118    0     1    0    1
        2   3.655681    0     1    1    0
        2   3.821141    0     0    0    1
        2   3.788380    0     1    1    0
        2   3.707420    0     0    0    1
        2   3.533687    0     1    1    0
        2   3.609741    0     1    0    0
        2   3.608951    0     1    1    0
        2   3.772341    0     1    0    0
        2   3.569235    0     1    0    0
        2   3.594812    0     1    1    0
        2   3.663980    0     1    1    0
        2   3.666595    0     1    0    1
        2   3.589306    0     0    0    1
        2   3.581166    0     0    1    0
        2   3.777018    0     0    0    2
        2   3.539558    0     0    1    0
        2   3.583007    0     1    0    0
        2   3.633381    0     2    0    1
        2   3.688139    0     0    0    1
        2   3.824592    0     1    0    0
        2   3.638462    0     1    0    0
        2   3.635051    0     2    0    0
        2   3.683556    0     1    1    0
        2   3.697237    0     2    0    0
        2   3.639577    0     0    0    0
        2   3.558509    0     1    1    0
        2   3.764234    0     1    0    0
        2   3.563547    0     0    0    0
        2   3.631532    0     1    0    1
        2   3.794178    0     0    1    0
        2   3.521732    0     1    1    0
        2   3.870319    0     1    0    0
        2   3.671685    0     1    0    1
        2   3.786112    0     1    0    1
        2   3.664257    0     0    0    1
        2   3.662286    0     2    0    0
        2   3.613210    0     0    0    2
        2   3.679440    0     2    0    0
        2   3.599107    0     0    1    0
        2   3.679339    0     2    0    0
        2   3.731260    0     1    0    0
        2   3.641131    0     0    1    0
        2   3.663974    0     1    0    0
        2   3.628245    0     1    0    0
        2   3.788399    0     1    0    1
        2   3.767215    0     0    0    0
        2   3.614069    0     1    0    0
        2   3.701599    0     1    0    1
        2   3.861184    0     1    1    0
        2   3.612407    0     1    0    0
        2   3.709985    0     1    0    0
        2   3.761277    0     0    0    1
        2   3.748525    0     1    1    0
        2   3.518048    0     0    1    0
        2   3.643040    0     0    0    0
        2   3.737047    0     0    1    0
        2   3.771695    0     0    0    0
        2   3.613176    0     1    0    0
        2   3.702213    0     1    0    0
        2   3.614793    0     0    0    1
        2   3.665890    0     0    0    0
        2   3.613365    0     1    0    1
        2   3.822883    0     0    0    1
        2   3.476648    0     0    0    0
        2   3.754049    0     2    0    0
        2   3.740961    0     1    0    1
        2   3.700131    0     1    1    0
        2   3.834261    0     2    0    0
        2   3.766803    0     1    1    0
        2   3.592701    0     0    0    0
        2   3.606971    0     0    0    0
        2   3.575482    0     1    0    0
        2   3.461946    0     1    1    0
        2   3.623120    0     1    0    0
        2   3.646294    0     1    0    0
        2   3.590103    0     0    0    0
        2   3.661356    0     0    0    1
        2   3.649750    0     1    0    0
        2   3.706683    0     2    0    0
        2   3.815513    0     1    1    0
        2   3.767553    0     1    1    0
        2   3.736614    0     0    1    1
        2   3.789566    0     1    0    1
        2   3.630229    0     0    1    1
        2   3.580580    0     2    0    0
        2   3.650727    0     1    0    1
        2   3.652784    0     0    1    0
        2   3.679911    0     0    1    0
        2   3.732518    0     1    0    0
        2   3.864852    0     0    0    1
        2   3.551309    0     1    1    0
        2   3.625321    0     2    0    0
        2   3.701169    0     1    0    1
        2   3.584050    0     0    0    0
        2   3.728770    0     1    0    0
        2   3.716821    0     1    0    1
        2   3.675210    0     2    0    0
        2   3.719361    0     0    0    0
        2   3.785307    0     1    1    0
        2   3.744983    0     1    0    2
        2   3.713335    0     0    2    0
        2   3.747433    0     1    0    0
        2   3.673530    0     1    1    0
        2   3.670374    0     1    0    1
        2   3.722512    0     1    0    0
        2   3.750309    0     0    0    1
        2   3.535207    0     1    0    1
        2   3.737633    0     0    1    1
        2   3.616383    0     0    1    0
        2   3.795086    0     1    0    1
        2   3.547720    0     0    0    0
        2   3.664716    0     1    0    0
        2   3.656217    0     1    1    0
        2   3.686894    0     1    0    0
        2   3.746861    0     2    0    0
        2   3.761539    0     1    0    1
        2   3.611147    0     1    1    0
        2   3.702352    0     1    0    0
        2   3.713711    0     1    0    0
        2   3.569191    0     1    1    0
        2   3.542084    0     2    0    0
        2   3.794845    0     2    0    0
        2   3.622425    0     2    0    0
        2   3.717719    0     2    0    0
        2   3.585951    0     0    1    0
        2   3.829437    0     1    1    0
        2   3.503980    0     0    2    0
        2   3.718702    0     1    0    0
        2   3.739052    0     2    0    0
        2   3.614691    0     1    0    0
        2   3.597866    0     0    0    0
        2   3.538794    0     0    0    1
        2   3.705702    0     0    0    2
        2   3.828107    0     1    0    2
        2   3.568794    0     0    0    0
        2   3.665316    0     1    0    0
        2   3.775201    0     1    0    1
        2   3.713506    0     1    0    0
        2   3.697840    0     1    0    1
        2   3.563909    0     1    0    0
        2   3.705691    0     0    0    2
        2   3.587066    0     0    0    1
        2   3.693191    0     1    0    0
        2   3.584132    0     0    1    0
        2   3.823696    0     2    0    0
        2   3.661361    0     1    0    1
        2   3.745542    0     1    0    0
        2   3.523773    0     1    0    0
        2   3.680367    0     1    1    0
        2   3.585481    0     1    0    0
        2   3.678932    0     2    0    0
        2   3.672026    0     1    0    0
        2   3.828859    0     1    0    1
        2   3.648261    0     1    0    0
        2   3.886486    0     1    0    0
        2   3.607090    0     1    0    1
        2   3.643107    0     0    1    0
        2   3.715927    0     1    0    0
        2   3.666097    0     1    1    0
        2   3.769491    0     1    0    1
        2   3.797402    0     0    1    1
        2   3.777837    0     1    0    1
        2   3.629975    0     2    0    0
        2   3.765347    0     1    0    0
        2   3.823526    0     1    0    0
        2   3.710368    0     1    0    1
        2   3.582242    0     0    1    0
        2   3.677638    0     0    1    0
        2   3.825861    0     1    0    0
        2   3.452397    0     1    0    0
        2   3.823432    0     1    0    1
        2   3.762427    0     2    0    0
        2   3.609428    0     1    0    1
        2   3.680243    0     1    0    0
        2   3.688151    0     0    0    2
        2   3.738675    0     1    0    1
        2   3.547385    0     1    1    0
        2   3.726768    0     1    0    1
        2   3.803489    0     1    1    0
        2   3.679836    0     0    1    0
        2   3.629569    0     2    0    0
        2   3.597765    0     0    0    0
        2   3.660183    0     0    0    0
        2   3.670825    0     0    1    1
        2   3.807533    0     0    0    1
        2   3.454025    0     0    2    0
        2   3.587882    0     1    1    0
        2   3.879630    0     0    0    2
        2   3.714824    0     1    1    0
        2   3.732828    0     1    0    1
        2   3.732202    0     0    0    2
        2   3.601277    0     0    1    1
        2   3.754192    0     1    0    1
        2   3.685056    0     2    0    0
        2   3.460733    0     0    0    0
        2   3.600111    0     0    0    0
        2   3.533153    0     0    1    0
        2   3.624442    0     0    1    0
        2   3.703472    0     2    0    0
        2   3.650007    0     0    0    0
        2   3.726415    0     2    0    0
        2   3.604294    0     0    0    1
        2   3.812624    0     1    0    1
        2   3.768728    0     1    0    1
        2   3.755983    0     1    0    1
        2   3.587648    0     0    0    0
        2   3.614719    0     1    0    1
        2   3.628836    0     0    1    0
        2   3.771612    0     2    0    0
        2   3.604432    0     1    0    1
        2   3.777016    0     0    2    0
        2   3.740639    0     2    0    0
        2   3.503394    0     1    0    0
        2   3.793807    0     0    2    0
        2   3.775780    0     0    0    1
        2   3.618747    0     1    0    1
        2   3.791634    0     1    0    1
        2   3.691618    0     0    2    0
        2   3.746634    0     0    1    1
        2   3.641377    0     2    0    0
        2   3.640467    0     0    1    0
        2   3.739104    0     1    0    0
        2   3.692203    0     1    1    0
        2   3.606883    0     0    1    1
        2   3.670434    0     0    0    1
        2   3.536540    0     0    1    1
        2   3.811599    0     0    1    0
        2   3.619976    0     1    0    1
        2   3.643257    0     1    1    0
        2   3.645871    0     1    1    0
        2   3.724123    0     1    0    1
        2   3.662514    0     1    0    0
        2   3.714796    0     0    0    2
        2   3.586317    0     2    0    0
        2   3.795747    0     1    0    0
        2   3.830216    0     0    1    1
        2   3.605767    0     2    0    0
        2   3.773440    0     1    0    1
        2   3.842905    0     0    1    0
        2   3.848188    0     0    0    0
        2   3.846886    0     0    0    1
        2   3.630128    0     0    1    0
        2   3.644362    0     2    0    0
        2   3.810946    0     2    0    0
        2   3.668104    0     0    0    0
        2   3.588938    0     1    0    0
        2   3.724258    0     0    0    1
        2   3.681395    0     0    0    1
        2   3.619002    0     0    2    0
        2   3.734516    0     1    1    0
        2   3.582362    0     0    1    1
        2   3.651386    0     2    0    0
        2   3.801253    0     0    2    0
        2   3.735511    0     0    1    0
        2   3.686959    0     1    0    0
        2   3.603320    0     1    1    0
        2   3.731586    0     1    0    1
        2   3.713865    0     0    1    0
        2   3.780114    0     0    2    0
        2   3.772336    0     0    0    1
        2   3.831192    0     0    0    1
        2   3.693159    0     2    0    0
        2   3.601037    0     1    0    0
        2   3.666847    0     1    0    1
        2   3.749354    0     1    0    1
        2   3.692543    0     1    0    1
        2   3.647838    0     1    1    0
        2   3.687951    0     0    1    1
        2   3.610880    0     0    1    1
        2   3.585324    0     1    0    1
        2   3.776149    0     1    0    0
        2   3.783453    0     1    0    1
        2   3.485320    0     1    0    0
        2   3.684496    0     1    0    0
        2   3.703491    0     1    1    0
        2   3.670417    0     1    0    0
        2   3.688816    0     2    0    0
        2   3.701120    0     0    1    0
        2   3.701150    0     1    0    1
        2   3.677864    0     0    1    1
        2   3.714640    0     0    2    0
        2   3.796562    0     1    0    0
        2   3.712166    0     0    0    1
        2   3.642435    0     1    0    0
        2   3.673818    0     2    0    0
        2   3.736330    0     1    1    0
        2   3.586015    0     1    0    0
        2   3.704375    0     1    0    1
        2   3.764622    0     0    0    0
        2   3.703122    0     1    0    0
        2   3.651284    0     1    0    1
        2   3.619785    0     0    1    0
        2   3.565771    0     1    0    0
        2   3.663418    0     0    2    0
        2   3.786007    0     2    0    0
        2   3.808819    0     2    0    1
        2   3.703784    0     1    0    1
        2   3.734156    0     1    0    0
        2   3.756177    0     2    0    0
        2   3.772166    0     0    1    1
        2   3.664126    0     0    2    0
        2   3.712819    0     1    0    0
        2   3.921342    0     1    0    1
        2   3.546272    0     2    0    0
        2   3.753267    0     1    0    0
        2   3.679591    0     1    0    1
        2   3.696525    0     1    0    0
        2   3.616265    0     0    0    0
        2   3.562081    0     1    0    0
        2   3.796646    0     1    0    0
        2   3.635400    0     1    1    0
        2   3.680086    0     0    1    0
        2   3.752202    0     1    0    1
        2   3.813054    0     1    0    0
        2   3.789170    0     0    0    1
        2   3.559883    0     0    2    0
        2   3.751937    0     2    0    0
        2   3.603297    0     1    1    0
        2   3.781014    0     1    0    1
        2   3.650561    0     1    1    0
        2   3.684225    0     2    0    0
        2   3.735726    0     0    0    2
        2   3.696767    0     1    0    0
        2   3.694279    0     2    0    0
        2   3.712689    0     0    0    0
        2   3.757787    0     1    0    1
        2   3.885004    0     2    0    0
        2   3.685208    0     0    0    0
        2   3.804962    0     2    0    0
        2   3.684261    0     1    1    0
        2   3.589310    0     0    1    0
        2   3.616841    0     0    2    0
        2   3.815420    0     1    0    0
        2   3.665615    0     1    1    0
        2   3.608609    0     0    0    0
        2   3.607655    0     1    0    0
        2   3.625655    0     0    0    1
        2   3.872244    0     0    1    1
        2   3.585867    0     0    1    0
        2   3.806483    0     1    0    1
        2   3.760020    0     0    1    0
        2   3.649826    0     1    0    0
        2   3.659933    0     2    0    0
        2   3.623930    0     2    0    0
        2   3.499914    0     0    1    0
        2   3.556192    0     1    0    0
        2   3.591172    0     0    2    0
        2   3.760417    0     0    0    1
        2   3.696223    0     1    0    0
        2   3.690487    0     1    0    0
        2   3.783644    0     2    0    0
        2   3.712212    0     0    0    1
        2   3.549206    0     0    1    1
        2   3.710625    0     1    0    0
        2   3.784665    0     0    0    1
        2   3.684410    0     0    2    0
        2   3.694450    0     0    2    0
        2   3.662757    0     0    0    1
        2   3.553425    0     1    0    0
        2   3.621329    0     1    0    0
        2   3.523926    0     0    1    0
        2   3.676649    0     1    0    0
        2   3.734096    0     0    0    1
        2   3.767269    0     1    1    0
        2   3.799883    0     1    0    0
        2   3.487961    0     0    0    0
        2   3.981061    0     1    0    2
        2   3.594674    0     1    0    0
        2   3.915734    0     2    0    0
        2   3.761273    0     1    0    1
        2   3.671247    0     0    1    0
        2   3.643086    0     1    1    0
        2   3.743966    0     0    2    0
        2   3.611866    0     1    0    0
        2   3.766890    0     0    0    1
        2   3.661446    0     0    0    0
        2   3.700149    0     1    0    0
        2   3.671875    0     0    1    0
        2   3.551878    0     1    0    1
        2   3.647229    0     0    0    0
        2   3.809031    0     2    0    0
        2   3.581132    0     0    0    1
        2   3.630882    0     1    0    0
        2   3.815197    0     1    0    1
        2   3.633650    0     0    0    1
        2   3.654944    0     1    0    0
        2   3.647917    0     1    0    0
        2   3.586795    0     1    0    0
        2   3.699025    0     0    0    1
        2   3.448167    0     0    2    0
        2   3.823519    0     1    0    0
        2   3.686920    0     1    0    1
        2   3.736792    0     0    0    1
        2   3.744630    0     0    1    0
        2   3.682328    0     0    1    1
        2   3.682490    0     0    0    1
        2   3.784710    0     0    1    1
        2   3.590918    0     0    0    0
        2   3.598209    0     2    0    0
        2   3.653086    0     1    0    0
        2   3.767068    0     0    0    1
        2   3.430466    0     0    0    0
        2   3.740499    0     0    0    1
        2   3.746945    0     0    1    0
        2   3.727245    0     1    1    0
        2   3.626021    0     1    0    0
        2   3.643029    0     1    0    0
        2   3.666481    0     1    1    0
        2   3.830762    0     1    0    1
        2   3.533683    0     0    1    0
        2   3.618316    0     1    0    0
        2   3.755293    0     0    1    1
        2   3.657905    0     0    0    0
        2   3.768252    0     0    0    1
        2   3.923851    0     2    0    0
        2   3.777076    0     0    0    1
        2   3.811335    0     1    1    0
        2   3.644265    0     1    0    0
        2   3.674196    0     1    0    0
        2   3.738934    0     1    1    0
        2   3.697659    0     1    0    1
        2   3.551326    0     1    0    0
        2   3.565165    0     1    0    0
        2   3.601562    0     0    1    1
        2   3.829130    0     0    0    1
        2   3.722556    0     0    1    0
        2   3.773826    0     1    1    0
        2   3.580348    0     1    0    1
        2   3.626681    0     1    0    0
        2   3.682313    0     0    0    2
        2   3.674468    0     0    0    2
        2   3.549679    0     0    0    2
        2   3.697504    0     0    0    0
        2   3.704789    0     0    1    1
        2   3.628951    0     0    0    0
        2   3.660063    0     1    0    0
        2   3.653933    0     0    0    1
        2   3.577507    0     1    0    0
        2   3.752804    0     1    0    2
        2   3.724280    0     2    0    0
        2   3.739024    0     1    0    0
        2   3.813490    0     1    0    0
        2   3.515589    0     0    2    0
        2   3.814791    0     1    0    2
        2   3.729628    0     1    0    0
        2   3.487234    0     2    0    0
        2   3.822373    0     1    0    1
        2   3.767855    0     1    0    1
        2   3.666261    0     2    0    0
        2   3.664349    0     1    1    0
        2   3.676726    0     2    0    0
        2   3.527015    0     2    0    0
        2   3.732539    0     0    2    0
        2   3.731624    0     0    1    1
        2   3.613761    0     2    0    0
        2   3.729375    0     1    0    0
        2   3.833468    0     1    1    0
        2   3.649426    0     0    0    0
        2   3.738558    0     1    0    0
        2   3.634451    0     1    1    0
        2   3.697996    0     1    0    1
        2   3.756266    0     0    0    1
        2   3.705869    0     1    0    0
        2   3.719748    0     1    0    1
        2   3.636938    0     0    1    0
        2   3.788909    0     1    0    1
        2   3.674011    0     1    0    0
        2   3.642707    0     0    0    0
        2   3.584989    0     0    0    1
        2   3.837375    0     0    0    0
        2   3.525074    0     0    1    0
        2   3.874408    0     0    0    1
        2   3.759184    0     2    0    0
        2   3.690849    0     2    0    0
        2   3.666619    0     1    1    0
        2   3.722467    0     1    1    0
        2   3.749262    0     0    2    0
        2   3.676514    0     1    0    0
        2   3.739614    0     1    0    1
        2   3.648072    0     1    0    0
        2   3.666224    0     0    1    1
        2   3.689791    0     0    1    0
        2   3.615938    0     1    0    1
        2   3.755686    0     1    0    0
        2   3.795154    0     1    0    1
        2   3.835765    0     0    0    1
        2   3.697807    0     2    0    0
        2   3.581277    0     2    0    0
        2   3.589552    0     1    0    0
        2   3.702311    0     0    0    1
        2   3.750680    0     0    1    1
        2   3.730487    0     0    1    0
        2   3.746344    0     0    0    1
        2   3.567203    0     0    0    1
        2   3.665134    0     1    1    0
        2   3.752306    0     1    0    0
        2   3.757680    0     1    0    0
        2   3.670109    0     1    1    0
        2   3.579379    0     2    0    0
        2   3.554026    0     1    0    0
        2   3.670595    0     0    2    0
        2   3.668166    0     1    0    1
        2   3.607148    0     1    0    0
        2   3.604853    0     0    0    0
        2   3.890900    0     0    0    0
        2   3.512406    0     2    0    0
        2   3.559046    0     1    0    0
        2   3.735671    0     0    0    1
        2   3.707313    0     1    0    1
        2   3.625936    0     2    0    0
        2   3.554332    0     0    1    1
        2   3.746136    0     0    2    0
        2   3.705369    0     1    0    1
        2   3.723177    0     1    0    1
        2   3.817052    0     1    0    1
        2   3.468106    0     1    0    0
        2   3.704568    0     1    0    1
        2   3.503227    0     1    0    0
        2   3.763897    0     1    0    0
        2   3.623730    0     1    0    0
        2   3.636959    0     1    0    0
        2   3.650313    0     0    0    1
        2   3.693718    0     1    1    0
        2   3.706668    0     0    0    1
        2   3.712518    0     1    0    1
        2   3.575216    0     1    1    0
        2   3.611099    0     0    0    1
        2   3.504372    0     0    2    0
        2   3.737171    0     0    0    1
        2   3.659096    0     0    2    0
        2   3.767381    0     2    0    0
        2   3.860094    0     1    0    1
        2   3.840850    0     1    0    1
        2   3.804511    0     2    0    1
        2   3.751382    0     2    0    0
        2   3.826883    0     2    0    1
        2   3.649680    0     1    0    0
        2   3.802329    0     0    1    1
        2   3.561202    0     0    0    1
        2   3.632208    0     0    0    1
        2   3.674102    0     1    1    0
        2   3.797797    0     1    0    0
        2   3.802119    0     0    0    0
        2   3.511034    0     2    0    0
        2   3.693898    0     0    1    0
        2   3.623646    0     1    0    0
        2   3.550236    0     0    1    0
        2   3.583707    0     1    1    0
        2   3.668459    0     0    0    1
        2   3.634545    0     1    1    0
        2   3.826256    0     0    1    0
        2   3.700340    0     0    0    1
        2   3.601839    0     1    0    0
        2   3.708179    0     1    0    0
        2   3.554133    0     0    1    0
        2   3.763332    0     1    0    2
        2   3.596627    0     0    2    0
        2   3.842110    0     1    0    1
        2   3.630012    0     0    1    0
        2   3.650325    0     2    0    0
        2   3.657388    0     1    1    0
        2   3.704205    0     0    2    0
        2   3.603715    0     1    0    0
        2   3.703935    0     0    0    1
        2   3.734641    0     1    1    0
        2   3.735397    0     1    0    1
        2   3.638649    0     1    0    1
        2   3.738361    0     0    0    1
        2   3.683351    0     0    1    1
        2   3.802282    0     2    0    0
        2   3.750420    0     0    0    0
        2   3.773900    0     1    0    1
        2   3.778645    0     0    0    0
        2   3.603018    0     1    0    0
        2   3.665572    0     1    0    0
        2   3.584760    0     1    0    1
        2   3.616638    0     2    0    0
        2   3.650067    0     0    2    0
        2   3.625390    0     2    0    0
        2   3.810596    0     1    0    1
        2   3.729202    0     1    1    0
        2   3.692681    0     0    1    0
        2   3.605571    0     1    1    0
        2   3.749109    0     1    0    0
        2   3.730499    0     1    0    0
        2   3.663486    0     0    2    0
        2   3.723114    0     1    1    0
        2   3.828983    0     1    0    0
        2   3.578947    0     0    1    0
        2   3.758134    0     0    1    1
        2   3.551373    0     0    1    1
        2   3.775693    0     1    1    0
        2   3.690348    0     1    1    0
        2   3.664260    0     1    1    0
        2   3.597531    0     1    0    1
        2   3.861921    0     0    0    0
        2   3.678362    0     0    1    1
        2   3.479831    0     0    0    0
        2   3.730422    0     0    1    1
        2   3.784252    0     0    0    1
        2   3.642207    0     1    0    1
        2   3.820228    0     1    0    0
        2   3.602567    0     0    0    0
        2   3.688313    0     0    0    0
        2   3.561114    0     2    0    0
        2   3.692870    0     1    1    0
        2   3.689454    0     0    0    0
        2   3.710711    0     1    0    1
        2   3.625438    0     2    0    0
        2   3.799701    0     0    0    0
        2   3.579273    0     0    1    1
        2   3.710998    0     0    1    0
        2   3.589798    0     1    0    1
        2   3.593020    0     0    1    1
        2   3.578982    0     2    0    0
        2   3.787062    0     0    1    1
        2   3.764623    0     2    0    0
        2   3.724445    0     1    0    1
        2   3.582562    0     1    0    0
        2   3.668945    0     1    0    1
        2   3.721957    0     2    0    0
        2   3.769279    0     1    0    1
        2   3.497916    0     1    0    0
        2   3.709445    0     2    0    0
        2   3.693196    0     1    0    1
        2   3.552053    0     0    0    0
        2   3.645743    0     1    1    0
        2   3.706655    0     1    0    1
        2   3.542003    0     2    0    0
        2   3.739305    0     2    0    1
        2   3.677158    0     0    1    0
        2   3.628548    0     0    0    0
        2   3.891790    0     1    0    0
        2   3.849469    0     0    1    0
        2   3.458766    0     0    0    1
        2   3.743056    0     2    0    0
        2   3.573051    0     0    1    0
        2   3.631791    0     0    1    0
        2   3.814311    0     0    0    1
        2   3.633364    0     1    1    0
        2   3.834978    0     1    1    0
        2   3.739499    0     0    0    2
        2   3.824473    0     0    0    2
        2   3.641560    0     2    0    0
        2   3.533896    0     0    2    0
        2   3.759876    0     2    0    0
        2   3.763965    0     1    1    0
        2   3.719808    0     2    0    0
        2   3.778228    0     1    0    0
        2   3.877120    0     1    0    1
        2   3.762810    0     1    0    1
        2   3.633105    0     1    0    0
        2   3.775054    0     1    0    1
        2   3.561998    0     2    0    0
        2   3.570291    0     2    0    0
        2   3.853160    0     1    0    1
        2   3.761531    0     2    0    0
        2   3.707110    0     1    0    1
        2   3.560316    0     1    1    0
        2   3.570760    0     0    0    0
        2   3.666659    0     0    1    0
        2   3.726404    0     0    0    1
        2   3.632439    0     1    0    0
        2   3.641477    0     0    0    1
        2   3.751576    0     0    0    0
        2   3.758006    0     0    0    2
        2   3.628442    0     1    0    1
        2   3.697685    0     0    1    0
        2   3.660911    0     0    1    1
        2   3.741734    0     2    0    0
        2   3.593061    0     2    0    0
        2   3.675890    0     0    2    0
        2   3.711586    0     0    0    1
        2   3.730502    0     1    0    0
        2   3.640454    0     2    0    0
        2   3.523259    0     1    0    0
        2   3.650629    0     1    1    0
        2   3.630916    0     2    0    0
        2   3.656457    0     0    0    1
        2   3.703993    0     0    1    1
        2   3.537624    0     2    0    0
        2   3.793757    0     2    0    0
        2   3.806148    0     1    0    2
        2   3.710368    0     1    0    0
        2   3.798015    0     0    0    0
        2   3.668622    0     2    0    0
        2   3.914401    0     1    1    0
        2   3.658420    0     1    0    0
        2   3.821396    0     1    0    0
        2   3.660941    0     0    1    0
        2   3.703193    0     0    1    1
        2   3.632319    0     2    0    0
        2   3.834721    0     0    1    1
        2   3.787983    0     1    0    0
        2   3.703605    0     0    0    2
        2   3.671598    0     0    1    0
        2   3.702364    0     0    0    0
        2   3.649475    0     0    1    0
        2   3.766034    0     1    0    1
        2   3.729039    0     0    1    0
        2   3.616438    0     1    0    0
        2   3.601329    0     2    0    0
        2   3.640089    0     1    0    0
        2   3.852958    0     1    0    0
        2   3.717299    0     0    0    1
        2   3.741584    0     2    0    0
        2   3.744455    0     0    1    0
        2   3.561436    0     1    1    0
        2   3.874417    0     1    0    1
        2   3.848443    0     0    0    0
        2   3.599256    0     1    0    0
        2   3.678560    0     2    0    0
        2   3.609895    0     1    0    1
        2   3.585098    0     0    0    1
        2   3.878271    0     1    0    0
        2   3.670004    0     1    0    0
        2   3.700086    0     1    0    0
        2   3.691237    0     0    1    1
        2   3.503431    0     1    0    0
        2   3.640384    0     2    0    0
        2   3.732035    0     0    0    1
        2   3.626442    0     1    0    0
        2   3.355390    0     2    0    0
        2   3.693418    0     0    1    0
        2   3.750279    0     1    0    1
        2   3.733450    0     0    1    1
        2   3.582286    0     1    0    0
        2   3.756163    0     2    0    0
        2   3.651818    0     0    0    1
        2   3.811499    0     0    0    1
        2   3.697226    0     0    0    2
        2   3.790293    0     0    0    0
        2   3.645525    0     1    0    0
        2   3.689651    0     1    0    1
        2   3.798955    0     1    0    0
        2   3.591092    0     1    0    0
        2   3.707093    0     1    1    0
        2   3.633248    0     1    0    1
        2   3.684977    0     1    1    0
        2   3.679413    0     1    0    1
        2   3.590528    0     1    0    1
        2   3.822489    0     0    0    1
